Household_ID,State,Primary_Crop,Season,Land_Area_Hectares,Num_Crop_Types,Crop_Diversification_Index,Irrigation_Access,Irrigation_Type,Soil_Quality_Index,Input_Cost_INR,Household_Size,Farming_Experience_Years,Annual_Farm_Income_INR
HH1210,Gujarat,Soybean,Rabi,0.65,3,0.675,0,None,3,15268,6,17,66774
HH1211,Karnataka,Soybean,Rabi,2.1,1,0.068,1,Tubewell,2,52543,7,8,81816
HH1212,Karnataka,Maize,Kharif,0.86,2,0.485,1,Tank,2,19713,7,8,65039
HH1213,Maharashtra,Groundnut,Kharif,0.64,1,0.0,0,None,2,3390,3,23,49522
HH1214,Bihar,Cotton,Kharif,1.34,3,0.684,0,None,2,31326,5,32,102737
HH1215,Haryana,Rice,Rabi,1.52,3,0.65,0,None,2,25521,6,44,82444
HH1216,Maharashtra,Maize,Rabi,15.0,3,0.687,1,Tank,1,200000,8,15,380441
HH1217,Uttar Pradesh,Groundnut,Kharif,1.15,2,0.478,1,Tubewell,2,23005,3,27,88357
HH1218,Punjab,Rice,Kharif,0.52,1,0.055,1,Tank,3,11554,4,4,67561
HH1219,Punjab,Wheat,Kharif,1.7,1,0.01,1,Tank,2,42201,5,40,96667
HH1220,Madhya Pradesh,Soybean,Rabi,0.23,2,0.481,1,Tubewell,3,3000,4,32,82293
HH1221,Gujarat,Wheat,Rabi,1.25,5,0.782,1,Tubewell,2,31367,5,37,105306
HH1222,Maharashtra,Rice,Kharif,1.37,2,0.485,1,Tank,1,34987,4,10,62345
HH1223,Karnataka,Pulses,Zaid,2.65,2,0.541,1,Tubewell,2,66696,8,28,118240
HH1224,Gujarat,Rice,Zaid,3.09,1,0.0,0,None,1,58319,6,32,100492
HH1225,Karnataka,Cotton,Kharif,0.88,3,0.647,1,Canal,1,22596,6,32,81591
HH1226,Punjab,Cotton,Rabi,1.19,3,0.65,1,Drip,1,31994,4,15,104501
HH1227,Rajasthan,Sugarcane,Rabi,0.7,3,0.667,1,Canal,3,18234,7,6,127102
HH1228,Madhya Pradesh,Cotton,Rabi,0.52,4,0.742,0,None,1,12420,3,9,44401
HH1229,Gujarat,Pulses,Rabi,1.76,2,0.455,1,Tubewell,2,42670,3,38,108926
HH1230,Rajasthan,Soybean,Rabi,0.46,1,0.0,0,None,1,9512,7,30,22017
HH1231,West Bengal,Cotton,Kharif,0.95,2,0.497,1,Canal,3,15675,5,41,127559
HH1232,Maharashtra,Cotton,Kharif,0.58,3,0.648,0,None,2,5333,3,40,70361
HH1233,Maharashtra,Sugarcane,Kharif,2.15,3,0.688,0,None,1,43788,7,16,113202
HH1234,Uttar Pradesh,Rice,Rabi,6.24,3,0.695,0,None,3,127022,8,25,281672
HH1235,Punjab,Pulses,Kharif,0.45,3,0.665,1,Canal,3,10034,7,10,67643
HH1236,Rajasthan,Wheat,Rabi,0.28,3,0.674,1,Canal,2,3000,4,30,56451
HH1237,West Bengal,Soybean,Kharif,1.21,4,0.685,0,None,2,20026,4,9,62020
HH1238,Karnataka,Vegetables,Kharif,1.37,3,0.654,0,None,2,28826,4,40,124474
HH1239,Gujarat,Vegetables,Rabi,1.63,4,0.78,1,Tank,3,51301,5,7,167319
HH1240,Maharashtra,Rice,Kharif,0.92,2,0.487,0,None,1,23682,8,43,45001
HH1241,West Bengal,Maize,Kharif,1.14,3,0.645,1,Tubewell,2,22184,7,40,82356
HH1242,Bihar,Rice,Zaid,1.84,5,0.868,1,Canal,2,48214,7,12,102967
HH1243,Bihar,Vegetables,Rabi,3.27,2,0.555,0,None,2,48571,3,17,188007
HH1244,West Bengal,Sugarcane,Kharif,0.26,4,0.764,1,Canal,2,4693,6,25,92584
HH1245,Bihar,Rice,Kharif,0.99,3,0.701,0,None,1,26068,6,7,39858
HH1246,Tamil Nadu,Groundnut,Rabi,1.62,1,0.0,1,Tubewell,1,29323,4,19,72404
HH1247,Uttar Pradesh,Wheat,Rabi,0.62,3,0.643,0,None,3,5248,4,17,70306
HH1248,Uttar Pradesh,Rice,Kharif,5.88,1,0.0,1,Tank,3,104435,6,32,279000
HH1249,Gujarat,Sugarcane,Rabi,0.79,5,0.793,1,Canal,3,17683,3,23,147703
HH1250,Tamil Nadu,Wheat,Kharif,1.3,4,0.735,1,Canal,3,19157,7,32,150226
HH1251,Bihar,Millets,Zaid,2.17,1,0.0,0,None,2,30737,3,26,79417
HH1252,Karnataka,Cotton,Kharif,0.82,1,0.012,0,None,1,6622,5,8,47706
HH1253,Uttar Pradesh,Maize,Rabi,0.28,3,0.683,1,Tubewell,2,3000,8,22,67394
HH1254,Uttar Pradesh,Millets,Kharif,0.94,2,0.548,1,Tubewell,2,16123,8,8,58086
HH1255,Punjab,Cotton,Kharif,3.24,1,0.0,0,None,2,50448,6,5,154169
HH1256,Karnataka,Cotton,Kharif,1.01,3,0.641,0,None,2,25096,6,12,78866
HH1257,Maharashtra,Rice,Kharif,0.66,2,0.42,0,None,3,8942,8,27,73066
HH1258,Andhra Pradesh,Pulses,Kharif,2.96,1,0.0,1,Tubewell,1,57223,7,20,75629
HH1259,Uttar Pradesh,Vegetables,Kharif,1.02,4,0.777,0,None,1,21655,5,11,71333
HH1260,Tamil Nadu,Wheat,Zaid,0.87,5,0.782,0,None,2,18488,6,36,71030
HH1261,Madhya Pradesh,Wheat,Kharif,1.53,4,0.814,0,None,3,18704,5,2,106693
HH1262,Bihar,Pulses,Kharif,2.6,4,0.742,0,None,3,38088,5,10,133700
HH1263,Madhya Pradesh,Maize,Rabi,10.22,2,0.504,0,None,2,146574,7,42,333521
HH1264,Karnataka,Maize,Rabi,2.73,2,0.459,1,Tubewell,1,59683,6,7,78966
HH1265,Uttar Pradesh,Soybean,Rabi,3.62,2,0.509,0,None,2,32872,6,12,133581
HH1266,Uttar Pradesh,Groundnut,Rabi,0.88,4,0.691,1,Tubewell,3,23867,3,16,108902
HH1267,Rajasthan,Pulses,Zaid,0.56,5,0.821,0,None,2,11561,5,31,66229
HH1268,Karnataka,Vegetables,Rabi,1.42,3,0.689,0,None,3,33434,4,27,157703
HH1269,Tamil Nadu,Pulses,Rabi,1.48,4,0.791,0,None,2,39992,5,32,81137
HH1270,Madhya Pradesh,Vegetables,Rabi,0.54,3,0.636,1,Tubewell,1,20684,5,42,58857
HH1271,Haryana,Rice,Rabi,1.16,2,0.505,1,Tank,2,22076,6,40,95818
HH1272,West Bengal,Rice,Kharif,1.9,2,0.517,0,None,3,22505,2,27,121607
HH1273,Bihar,Pulses,Kharif,1.83,1,0.013,0,None,3,28561,3,25,109576
HH1274,Uttar Pradesh,Rice,Kharif,2.07,1,0.0,1,Canal,3,33050,7,40,142950
HH1275,Karnataka,Vegetables,Kharif,1.73,3,0.595,1,Canal,2,47395,8,5,121990
HH1276,Uttar Pradesh,Vegetables,Kharif,0.88,2,0.51,0,None,2,8629,3,4,67949
HH1277,Madhya Pradesh,Cotton,Rabi,0.87,3,0.662,1,Sprinkler,3,12265,4,44,133373
HH1278,Gujarat,Cotton,Kharif,0.49,3,0.65,0,None,1,10033,2,43,54697
HH1279,Maharashtra,Wheat,Rabi,6.15,2,0.523,0,None,3,62761,6,15,291440
HH1280,Andhra Pradesh,Rice,Zaid,1.37,2,0.499,0,None,2,17109,5,13,56408
HH1281,Tamil Nadu,Groundnut,Kharif,1.12,2,0.46,0,None,3,12815,5,33,86836
HH1282,Haryana,Rice,Kharif,0.61,2,0.442,1,Sprinkler,3,20739,5,5,68432
HH1283,Andhra Pradesh,Millets,Kharif,15.0,4,0.716,0,None,1,200000,5,6,317670
HH1284,Uttar Pradesh,Wheat,Rabi,0.54,2,0.572,1,Canal,1,14711,4,25,56930
HH1285,Madhya Pradesh,Vegetables,Zaid,0.94,3,0.689,1,Tank,2,30544,6,25,111191
HH1286,Andhra Pradesh,Rice,Rabi,1.92,4,0.756,0,None,2,19837,6,10,96276
HH1287,Uttar Pradesh,Maize,Kharif,2.25,4,0.745,0,None,2,38914,6,12,99740
HH1288,Rajasthan,Cotton,Kharif,3.05,4,0.743,1,Drip,2,87148,7,3,175248
HH1289,Uttar Pradesh,Rice,Zaid,6.27,2,0.535,0,None,2,105621,6,29,216926
HH1290,Uttar Pradesh,Soybean,Kharif,2.08,1,0.0,0,None,1,27736,3,29,64840
HH1291,Rajasthan,Millets,Kharif,0.55,2,0.517,0,None,3,5160,2,43,66118
HH1292,Uttar Pradesh,Rice,Kharif,1.09,2,0.49,0,None,2,7422,6,24,73799
HH1293,Tamil Nadu,Wheat,Zaid,1.75,5,0.858,1,Canal,3,30276,3,24,151749
HH1294,Punjab,Groundnut,Kharif,7.83,3,0.689,1,Tubewell,1,154023,4,25,210477
HH1295,Bihar,Pulses,Zaid,0.41,1,0.037,0,None,3,6327,3,37,47740
HH1296,Maharashtra,Wheat,Kharif,3.75,1,0.0,1,Tubewell,1,69088,8,5,107475
HH1297,Maharashtra,Rice,Rabi,1.57,1,0.032,1,Canal,2,25001,4,11,74644
HH1298,Uttar Pradesh,Rice,Kharif,2.75,3,0.658,0,None,2,57673,3,40,132051
HH1299,Punjab,Wheat,Kharif,1.24,3,0.67,0,None,3,27924,7,43,111944
HH1300,Haryana,Rice,Rabi,0.66,4,0.799,1,Tubewell,2,15050,5,22,62047
HH1301,Uttar Pradesh,Cotton,Kharif,2.56,5,0.769,1,Tubewell,1,63581,2,15,95122
HH1302,Gujarat,Sugarcane,Rabi,2.35,2,0.506,0,None,3,46359,6,9,177731
HH1303,Uttar Pradesh,Sugarcane,Zaid,3.08,2,0.513,0,None,2,47292,3,6,168909
HH1304,Andhra Pradesh,Rice,Kharif,1.33,2,0.516,0,None,1,27671,6,26,53565
HH1305,Haryana,Sugarcane,Kharif,0.81,2,0.486,0,None,2,7190,5,6,75768
HH1306,West Bengal,Rice,Rabi,0.36,5,0.863,1,Sprinkler,1,12910,4,32,54983
HH1307,Haryana,Wheat,Rabi,2.71,3,0.628,0,None,2,46306,6,43,126757
HH1308,Bihar,Cotton,Rabi,1.94,3,0.711,0,None,2,21677,5,20,133877
HH1309,Rajasthan,Rice,Kharif,0.59,2,0.536,1,Tubewell,2,17366,5,35,63588
HH1310,Bihar,Vegetables,Rabi,0.85,1,0.057,1,Tubewell,2,25041,6,43,106643
HH1311,Uttar Pradesh,Wheat,Kharif,0.91,1,0.0,0,None,2,11819,4,3,47289
HH1312,West Bengal,Groundnut,Kharif,0.38,3,0.641,0,None,3,11691,4,18,54987
HH1313,Andhra Pradesh,Sugarcane,Rabi,0.67,3,0.712,1,Tubewell,3,12205,8,35,152194
HH1314,Bihar,Sugarcane,Rabi,0.51,2,0.444,1,Tubewell,1,15165,5,10,57607
HH1315,Karnataka,Soybean,Kharif,0.95,3,0.619,0,None,3,17094,5,36,97844
HH1316,Punjab,Rice,Rabi,0.72,4,0.735,0,None,3,12280,4,30,78922
HH1317,Andhra Pradesh,Rice,Kharif,0.34,2,0.506,0,None,2,6755,4,26,50931
HH1318,Haryana,Wheat,Rabi,7.53,3,0.715,1,Drip,3,150119,5,30,360702
HH1319,Uttar Pradesh,Cotton,Rabi,3.91,2,0.494,0,None,2,36460,4,31,211199
HH1320,Uttar Pradesh,Cotton,Kharif,0.7,3,0.649,0,None,3,9538,4,4,88000
HH1321,Madhya Pradesh,Soybean,Kharif,1.7,4,0.759,0,None,2,27174,5,24,92287
HH1322,Maharashtra,Rice,Rabi,1.92,6,0.847,0,None,2,42677,4,1,90591
HH1323,West Bengal,Millets,Rabi,3.72,2,0.513,1,Tubewell,3,62554,5,26,169407
HH1324,Maharashtra,Rice,Rabi,0.67,2,0.495,0,None,2,12749,6,29,39673
HH1325,Gujarat,Wheat,Zaid,3.42,1,0.0,0,None,1,48730,4,38,95957
HH1326,Rajasthan,Pulses,Kharif,0.85,2,0.472,1,Tubewell,1,13740,6,36,39494
HH1327,Maharashtra,Rice,Rabi,0.43,3,0.71,1,Tubewell,3,8730,4,9,81805
HH1328,Bihar,Millets,Rabi,2.5,5,0.806,0,None,3,53092,8,42,135085
HH1329,Punjab,Rice,Kharif,4.04,2,0.49,1,Drip,2,54416,8,32,176479
HH1330,Andhra Pradesh,Rice,Rabi,12.18,1,0.034,0,None,2,174431,6,37,401606
HH1331,Andhra Pradesh,Wheat,Rabi,0.49,2,0.466,1,Canal,1,5355,4,40,54279
HH1332,Haryana,Cotton,Rabi,2.45,2,0.493,1,Canal,2,62340,7,18,150311
HH1333,Maharashtra,Sugarcane,Rabi,0.95,2,0.504,1,Tubewell,3,14703,8,24,149410
HH1334,Gujarat,Rice,Kharif,2.63,2,0.487,1,Tank,3,69098,5,40,162069
HH1335,Gujarat,Rice,Rabi,0.39,3,0.67,0,None,2,3000,5,18,41016
HH1336,Punjab,Rice,Rabi,0.46,1,0.0,1,Tubewell,3,7590,2,39,83498
HH1337,Maharashtra,Wheat,Rabi,0.7,3,0.625,0,None,3,9508,2,8,81946
HH1338,Punjab,Pulses,Kharif,1.44,4,0.755,0,None,1,15444,5,39,70256
HH1339,Uttar Pradesh,Cotton,Rabi,0.78,2,0.46,1,Tank,2,13707,5,11,77911
HH1340,Uttar Pradesh,Groundnut,Kharif,2.36,3,0.672,1,Canal,1,65221,4,43,75900
HH1341,Madhya Pradesh,Wheat,Rabi,3.23,3,0.708,1,Tubewell,2,50696,3,35,167837
HH1342,Karnataka,Rice,Rabi,2.25,3,0.659,0,None,3,39934,6,24,146018
HH1343,West Bengal,Maize,Rabi,5.34,2,0.465,1,Tubewell,1,94937,4,13,132015
HH1344,Haryana,Vegetables,Kharif,1.92,2,0.496,0,None,3,28653,5,31,165006
HH1345,Bihar,Pulses,Rabi,0.48,4,0.725,1,Tubewell,2,8166,5,30,80787
HH1346,Karnataka,Maize,Kharif,4.3,4,0.768,0,None,3,104784,5,29,201493
HH1347,Rajasthan,Wheat,Zaid,0.81,2,0.496,0,None,1,6472,4,42,55680
HH1348,Rajasthan,Rice,Rabi,2.93,1,0.051,0,None,1,49669,5,6,66349
HH1349,Gujarat,Soybean,Kharif,5.14,1,0.035,1,Sprinkler,2,76528,4,3,191301
HH1350,Uttar Pradesh,Wheat,Rabi,1.99,1,0.0,0,None,3,23930,6,28,115464
HH1351,West Bengal,Vegetables,Rabi,0.38,3,0.688,1,Sprinkler,3,12034,4,10,90596
HH1352,Tamil Nadu,Maize,Rabi,0.62,1,0.0,0,None,2,10230,4,34,52776
HH1353,Karnataka,Vegetables,Rabi,4.16,2,0.501,0,None,1,44936,5,1,161454
HH1354,Haryana,Maize,Zaid,1.17,4,0.739,0,None,1,18050,6,12,74995
HH1355,Karnataka,Vegetables,Kharif,1.44,2,0.523,1,Drip,3,19787,6,36,176890
HH1356,West Bengal,Wheat,Kharif,2.57,4,0.793,0,None,1,54667,4,32,96593
HH1357,West Bengal,Sugarcane,Rabi,2.44,3,0.691,0,None,2,31070,5,11,158074
HH1358,Karnataka,Rice,Rabi,1.71,2,0.528,1,Tubewell,2,43358,4,1,87053
HH1359,Madhya Pradesh,Maize,Kharif,1.13,3,0.695,0,None,2,16834,6,6,68937
HH1360,Tamil Nadu,Maize,Kharif,1.03,3,0.684,1,Tank,2,23656,4,27,84095
HH1361,Gujarat,Groundnut,Rabi,2.8,2,0.466,0,None,3,38085,6,15,149872
HH1362,Maharashtra,Groundnut,Rabi,2.16,2,0.551,0,None,3,26437,7,10,117739
HH1363,Tamil Nadu,Soybean,Kharif,1.08,3,0.721,0,None,3,32353,8,24,82376
HH1364,Punjab,Rice,Rabi,3.39,5,0.793,0,None,2,53316,6,8,128529
HH1365,Haryana,Pulses,Kharif,1.21,3,0.656,1,Tubewell,1,32698,4,17,59145
HH1366,Uttar Pradesh,Rice,Kharif,0.65,1,0.018,1,Sprinkler,3,13747,4,24,80127
HH1367,Haryana,Vegetables,Kharif,0.71,3,0.684,1,Tank,1,15070,3,13,75915
HH1368,West Bengal,Sugarcane,Rabi,0.59,2,0.494,1,Tubewell,2,13020,3,9,98404
HH1369,Maharashtra,Vegetables,Rabi,1.07,3,0.629,0,None,2,25722,2,6,87937
HH1370,Maharashtra,Sugarcane,Kharif,3.85,3,0.676,0,None,2,81353,5,29,235352
HH1371,Gujarat,Soybean,Kharif,0.68,3,0.684,1,Drip,2,22467,5,23,76990
HH1372,Maharashtra,Cotton,Rabi,1.58,4,0.772,1,Tubewell,3,36241,7,22,168339
HH1373,West Bengal,Groundnut,Rabi,0.77,3,0.677,0,None,3,9818,5,21,78460
HH1374,Andhra Pradesh,Wheat,Zaid,1.08,3,0.659,1,Canal,2,28310,5,17,75362
HH1375,Madhya Pradesh,Groundnut,Rabi,0.37,1,0.03,0,None,1,5480,4,34,36620
HH1376,West Bengal,Wheat,Kharif,1.12,4,0.752,1,Tubewell,2,23187,6,26,101328
HH1377,Karnataka,Groundnut,Rabi,1.14,5,0.786,1,Canal,2,24728,7,25,88914
HH1378,Andhra Pradesh,Wheat,Kharif,2.14,1,0.0,1,Tubewell,3,48332,5,38,145637
HH1379,Rajasthan,Wheat,Zaid,1.63,2,0.448,0,None,1,20277,3,3,60126
HH1380,Tamil Nadu,Vegetables,Kharif,0.49,2,0.495,1,Sprinkler,1,16924,3,3,54174
HH1381,Maharashtra,Vegetables,Kharif,3.39,4,0.771,1,Canal,2,80239,6,14,215443
HH1382,Rajasthan,Soybean,Kharif,1.61,3,0.677,0,None,3,15934,4,42,107329
HH1383,Gujarat,Pulses,Kharif,1.6,1,0.046,0,None,2,27803,6,10,63293
HH1384,Madhya Pradesh,Rice,Kharif,1.34,4,0.742,1,Canal,2,38720,6,2,94023
HH1385,Punjab,Wheat,Kharif,0.87,1,0.015,0,None,2,8792,5,7,35571
HH1386,Madhya Pradesh,Wheat,Kharif,1.62,4,0.774,0,None,2,28397,6,14,73798
HH1387,Bihar,Wheat,Kharif,2.02,2,0.57,0,None,1,28820,6,17,79461
HH1388,Uttar Pradesh,Wheat,Rabi,0.31,2,0.504,1,Tubewell,3,6684,5,10,84846
HH1389,Gujarat,Soybean,Rabi,0.85,1,0.0,1,Tubewell,1,11486,2,35,43095
HH1390,Karnataka,Wheat,Zaid,1.09,1,0.025,1,Tubewell,2,13575,5,27,68710
HH1391,Maharashtra,Wheat,Kharif,1.68,3,0.723,0,None,3,37668,5,3,92748
HH1392,Uttar Pradesh,Maize,Kharif,3.72,3,0.657,1,Tubewell,1,75818,8,25,125630
HH1393,Maharashtra,Wheat,Rabi,0.7,1,0.025,1,Canal,3,10109,5,7,75537
HH1394,Andhra Pradesh,Cotton,Kharif,0.88,1,0.037,1,Canal,3,22805,5,13,110388
HH1395,Rajasthan,Rice,Kharif,0.87,1,0.031,0,None,1,19253,5,39,15000
HH1396,Bihar,Millets,Zaid,0.68,3,0.671,1,Tank,3,24876,3,43,86574
HH1397,Karnataka,Wheat,Rabi,1.0,3,0.646,0,None,2,13313,5,25,81852
HH1398,Madhya Pradesh,Vegetables,Kharif,2.6,1,0.0,0,None,2,52236,3,43,137070
HH1399,Tamil Nadu,Maize,Rabi,0.55,3,0.681,1,Canal,3,14590,3,29,97127
HH1400,Haryana,Wheat,Kharif,1.94,1,0.027,1,Tubewell,3,24638,4,19,125815
HH1401,Maharashtra,Wheat,Rabi,0.32,5,0.81,0,None,2,4439,5,39,53393
HH1402,Maharashtra,Soybean,Kharif,0.84,5,0.789,1,Tank,1,10244,6,22,62827
HH1403,Uttar Pradesh,Millets,Kharif,1.02,3,0.684,0,None,2,17776,6,2,44012
HH1404,Haryana,Wheat,Kharif,5.6,5,0.826,1,Sprinkler,3,170813,4,22,283786
HH1405,Punjab,Rice,Zaid,1.07,4,0.761,0,None,3,25928,2,35,97397
HH1406,Karnataka,Cotton,Kharif,0.21,4,0.725,0,None,1,3000,4,34,57037
HH1407,West Bengal,Cotton,Rabi,0.25,3,0.662,1,Canal,1,3000,4,5,57808
HH1408,Bihar,Vegetables,Kharif,1.39,2,0.528,1,Tubewell,3,17889,4,27,163044
HH1409,Tamil Nadu,Sugarcane,Kharif,2.27,2,0.459,1,Drip,2,59522,5,18,160854
HH1410,West Bengal,Rice,Kharif,1.86,2,0.437,1,Drip,2,41889,2,3,87064
HH1411,Maharashtra,Pulses,Kharif,1.56,3,0.712,1,Drip,1,27123,4,21,79244
HH1412,Uttar Pradesh,Cotton,Rabi,3.63,1,0.015,1,Tubewell,2,49593,5,24,206354
HH1413,Madhya Pradesh,Soybean,Zaid,0.85,2,0.518,0,None,3,19969,5,26,59904
HH1414,Uttar Pradesh,Soybean,Kharif,2.89,2,0.468,0,None,3,39234,5,20,151855
HH1415,Andhra Pradesh,Rice,Kharif,0.34,2,0.522,0,None,2,5222,4,13,49756
HH1416,Gujarat,Rice,Rabi,0.63,3,0.675,0,None,3,11208,3,6,73632
HH1417,Uttar Pradesh,Rice,Zaid,0.29,5,0.752,1,Canal,2,10786,4,26,65578
HH1418,Uttar Pradesh,Millets,Kharif,1.07,3,0.71,0,None,3,12582,3,43,109220
HH1419,Karnataka,Vegetables,Kharif,1.3,3,0.672,0,None,1,25714,4,30,82639
HH1420,Gujarat,Rice,Kharif,1.49,3,0.655,0,None,3,36485,3,14,85838
HH1421,Madhya Pradesh,Maize,Kharif,1.42,2,0.489,1,Tubewell,2,29592,4,37,98432
HH1422,Andhra Pradesh,Maize,Kharif,0.61,1,0.0,0,None,1,6648,6,38,40150
HH1423,Uttar Pradesh,Rice,Zaid,1.15,4,0.768,0,None,3,30910,4,30,101293
HH1424,Maharashtra,Cotton,Kharif,0.38,2,0.508,1,Tubewell,1,3841,2,15,58740
HH1425,Gujarat,Groundnut,Kharif,4.3,1,0.0,1,Tubewell,3,98429,5,19,190293
HH1426,Gujarat,Wheat,Rabi,1.04,4,0.788,0,None,1,16896,5,11,39099
HH1427,Uttar Pradesh,Vegetables,Kharif,0.89,1,0.0,1,Canal,1,14360,4,20,57855
HH1428,Gujarat,Soybean,Kharif,5.21,2,0.482,0,None,3,57352,4,25,221087
HH1429,Punjab,Rice,Zaid,0.47,1,0.0,1,Canal,2,6881,5,38,72113
HH1430,West Bengal,Vegetables,Rabi,0.52,1,0.0,0,None,2,6285,3,43,61611
HH1431,Karnataka,Rice,Zaid,0.53,1,0.002,1,Tank,1,11797,5,30,38744
HH1432,Andhra Pradesh,Pulses,Kharif,1.27,1,0.013,1,Canal,2,18217,6,40,65545
HH1433,Karnataka,Wheat,Kharif,1.95,3,0.657,1,Tubewell,2,32178,6,23,110913
HH1434,Punjab,Soybean,Zaid,2.53,4,0.724,0,None,2,60722,4,44,110120
HH1435,Uttar Pradesh,Vegetables,Kharif,12.02,2,0.551,1,Drip,2,200000,6,17,574669
HH1436,Uttar Pradesh,Wheat,Rabi,0.2,4,0.822,0,None,2,3000,7,1,41598
HH1437,Madhya Pradesh,Cotton,Kharif,2.26,2,0.504,1,Tubewell,3,45968,4,42,191723
HH1438,Haryana,Sugarcane,Kharif,0.84,2,0.477,1,Canal,2,15384,4,14,105553
HH1439,Maharashtra,Maize,Rabi,0.82,1,0.044,1,Tubewell,2,15888,6,39,77289
HH1440,Punjab,Wheat,Rabi,0.8,3,0.624,1,Tubewell,2,25332,6,18,74259
HH1441,Gujarat,Millets,Zaid,0.62,2,0.49,1,Tubewell,2,10795,5,41,70902
HH1442,Uttar Pradesh,Groundnut,Kharif,5.65,3,0.646,1,Tank,2,165687,7,16,193048
HH1443,Punjab,Wheat,Rabi,2.76,4,0.715,0,None,2,44625,3,10,120393
HH1444,Karnataka,Soybean,Kharif,1.38,3,0.659,0,None,3,23011,5,44,111077
HH1445,West Bengal,Cotton,Rabi,4.26,3,0.641,1,Tubewell,3,75243,2,9,280859
HH1446,Maharashtra,Vegetables,Kharif,0.37,5,0.8,1,Drip,2,8108,3,14,84907
HH1447,Haryana,Wheat,Kharif,0.44,2,0.501,1,Canal,2,9584,3,2,67218
HH1448,West Bengal,Wheat,Kharif,0.21,2,0.481,1,Tubewell,2,8442,5,42,52668
HH1449,Gujarat,Rice,Kharif,0.74,3,0.656,1,Drip,2,20299,5,21,75236
HH1450,Punjab,Millets,Rabi,1.55,3,0.66,1,Canal,3,26187,2,42,108365
HH1451,Andhra Pradesh,Cotton,Kharif,1.47,1,0.024,0,None,3,25384,5,2,110144
HH1452,Tamil Nadu,Wheat,Rabi,1.53,2,0.496,1,Tubewell,1,42472,5,6,72664
HH1453,West Bengal,Sugarcane,Kharif,0.41,2,0.525,0,None,3,9808,4,11,87869
HH1454,Tamil Nadu,Wheat,Kharif,2.67,2,0.518,0,None,3,32511,2,41,170467
HH1455,Uttar Pradesh,Wheat,Kharif,1.65,1,0.017,0,None,1,20747,3,3,54820
HH1456,Gujarat,Maize,Rabi,2.52,5,0.842,1,Canal,1,77679,5,11,82666
HH1457,Punjab,Rice,Zaid,0.27,4,0.716,0,None,3,3000,5,4,49671
HH1458,Punjab,Sugarcane,Kharif,1.76,2,0.486,1,Canal,2,32352,5,15,157465
HH1459,Maharashtra,Cotton,Kharif,0.49,3,0.72,1,Tubewell,3,16764,3,26,121460
HH1460,Punjab,Maize,Kharif,0.96,4,0.742,1,Drip,1,22294,7,44,60544
HH1461,Rajasthan,Wheat,Rabi,2.13,1,0.0,1,Canal,1,47022,4,36,69644
HH1462,Punjab,Maize,Rabi,1.46,2,0.494,1,Tank,1,19583,6,15,59841
HH1463,Uttar Pradesh,Rice,Kharif,0.65,3,0.671,0,None,2,9201,3,22,58011
HH1464,Punjab,Cotton,Kharif,1.36,4,0.671,0,None,2,25989,5,37,100319
HH1465,Gujarat,Wheat,Rabi,0.37,1,0.04,1,Canal,3,3000,5,10,73522
HH1466,Uttar Pradesh,Cotton,Kharif,3.59,6,0.812,0,None,3,62667,6,20,240726
HH1467,Gujarat,Cotton,Rabi,1.13,2,0.51,1,Canal,3,25963,5,32,140656
HH1468,Rajasthan,Soybean,Kharif,3.49,2,0.493,1,Canal,1,75152,4,9,102032
HH1469,West Bengal,Soybean,Rabi,0.86,2,0.461,0,None,1,9453,4,31,43634
HH1470,Bihar,Cotton,Kharif,0.86,1,0.0,1,Canal,1,15723,8,44,67206
HH1471,Tamil Nadu,Wheat,Rabi,0.7,4,0.722,1,Canal,2,21765,4,40,89581
HH1472,Haryana,Maize,Rabi,2.84,5,0.833,0,None,2,76102,3,31,108073
HH1473,West Bengal,Millets,Kharif,0.74,2,0.496,1,Sprinkler,2,15174,4,28,52790
HH1474,Rajasthan,Wheat,Kharif,2.33,5,0.784,1,Tubewell,1,44716,4,11,104048
HH1475,Madhya Pradesh,Rice,Kharif,0.98,4,0.722,1,Tubewell,1,21703,3,36,62228
HH1476,Punjab,Wheat,Zaid,0.25,2,0.536,1,Tank,2,5865,6,41,80782
HH1477,Bihar,Cotton,Zaid,0.83,3,0.711,0,None,2,19234,5,4,66939
HH1478,Bihar,Wheat,Rabi,0.5,2,0.536,1,Tubewell,3,9858,4,14,84223
HH1479,Bihar,Vegetables,Kharif,1.39,3,0.682,0,None,3,25111,8,29,137543
HH1480,Karnataka,Sugarcane,Kharif,0.49,1,0.009,1,Canal,1,3089,5,28,57613
HH1481,Bihar,Wheat,Rabi,2.97,3,0.631,1,Canal,3,55063,6,25,195571
HH1482,Uttar Pradesh,Millets,Zaid,1.25,1,0.0,1,Canal,2,29123,5,23,53269
HH1483,Andhra Pradesh,Rice,Kharif,1.16,4,0.729,1,Tubewell,2,16359,5,33,104373
HH1484,Uttar Pradesh,Rice,Rabi,2.36,4,0.695,0,None,1,49216,2,30,72173
HH1485,Madhya Pradesh,Wheat,Rabi,3.06,2,0.532,1,Tubewell,3,79532,6,9,182746
HH1486,Rajasthan,Rice,Kharif,1.33,2,0.479,1,Tubewell,1,42699,7,38,67081
HH1487,Rajasthan,Groundnut,Kharif,0.7,2,0.536,1,Drip,2,7121,3,25,73244
